280006D5 = fx_character.fxl | fx_character_rooting_attack
58000137 = fx_dialog.fxl | Niobe_Misc Lines_Niobe_ThatsWrong
5800020D = fx_dialog.fxl | Morpheus_Gives Item_Morpheus_IHaveSomethingForYou
580002D0 = fx_dialog.fxl | Persephone_Warns Threatening Player_Persephone_DontThinkYouCanThreatenMe
580002E0 = fx_dialog.fxl | Sati_Being Attacked_Sati_DontHurtMe
860001D1 = fx_dialog.fxl | StoryItems_MorpheusExplainsHisQuest
2800044E = fx_environmental.fxl | fx_environmental_red_light_blinking
04000020 = fx_npc.fxl | seraphw_main
B0000024 = fx_object.fxl | fx_object_Searchlight_searchlight_base
4A0000CB = fx_props.fxl | club_props_projected_patterns_green_spinner5
2800051A = fx_character.fxl | agent_transform_agent_transform
28000804 = fx_character.fxl | viruscast_split_delete_upgrade_deleteupgrade1
28000873 = fx_character.fxl | viruscast_split_logicdaemon_logicdaemon4_middle
28000949 = fx_character.fxl | viruscast_split_physician_physician_end
28000A4C = fx_character.fxl | fx_character_adrenalinebooster_loop
12DEC758 = fx_cryptos.fxl | dialog_05_10_32004_01
12DEC760 = fx_cryptos.fxl | dialog_05_10_32012_02
12DEC761 = fx_cryptos.fxl | dialog_05_10_32013_01
12DEC769 = fx_cryptos.fxl | dialog_05_10_32021_02
12DEC76A = fx_cryptos.fxl | dialog_05_10_32022_01
12DEC776 = fx_cryptos.fxl | dialog_05_10_32040_01
580000AF = fx_dialog.fxl | Merovingian_GROUPED MESSAGES_Merovingian_Greets_Enemy
5800011D = fx_dialog.fxl | Sati_Misc Lines_Sati_SeraphSaysYouDontKnowSomeone
580001E0 = fx_dialog.fxl | Merovingian_Takes Item from Persephone_Merovingian_MyLoveHasSentMeSomethingHowTouching
580001F5 = fx_dialog.fxl | Morpheus_Takes Item_Morpheus_ExcellentThankyouForBringingThis
5800021C = fx_dialog.fxl | Morpheus_Receives Message from Oracle_Morpheus_ThisMessageIsMostWelcome
5800022E = fx_dialog.fxl | Oracle_Asks Player to Follow_Oracle_ComeWithMe
58000236 = fx_dialog.fxl | Oracle_Gives Item_Oracle_ThisIsForYouTakeIt
58000299 = fx_dialog.fxl | Persephone_Flirts_Persephone_IfYoureCleverPerhapsWeCanBeCloseFriends
580002B2 = fx_dialog.fxl | Persephone_Satisfied with Kiss_Persephone_AhYourTrueLoveIsVeryLuckyIWouldKillForSuchPassion
580002DD = fx_dialog.fxl | Sati_Arrives at Spot_Sati_ThisIsThePlace
58000331 = fx_dialog.fxl | Niobe_Follows_Niobe_LeadOn
5800033C = fx_dialog.fxl | Niobe_Follows_Niobe_GoAheadIllKeepAnEyeBehindUs
58000348 = fx_dialog.fxl | Niobe_Greets Enemy_Niobe_WhyAreYouHere
5800034A = fx_dialog.fxl | Niobe_Greets Enemy_Niobe_ICantSayImHappyToSeeYou
28000A61 = fx_object.fxl | fx_object_Interface_datanode_blip
4A00002C = fx_props.fxl | news_ticker_left_side
4A0000CC = fx_props.fxl | club_props_projected_patterns_green_spinner6
22000022 = fx_sound_ambient.fxl | Defaults_Default Interior 0
2200002C = fx_sound_ambient.fxl | Weather_Snow Low 0
280004F5 = fx_traps.fxl | Laser Tripwires_Red_4m_on
860000E6 = fx_weapon.fxl | fx_weapon_submachinegun1_reload
8600017D = fx_weapon.fxl | fx_weapon_machine_energy_rifle_shell_eject
28000652 = fx_character.fxl | fx_character_acoustic_decoys_cast
860000B2 = fx_character.fxl | Emotes_yawn_female
86000109 = fx_character.fxl | Emotes_kiss_1_male
280000E6 = fx_character.fxl | viruscast_split_upgrade_master_upgrademaster
28000809 = fx_character.fxl | viruscast_split_delete_upgrade_deleteupgrade2
2800089F = fx_character.fxl | viruscast_split_repairsimulacra_repairsimulacra1_middle
28000A23 = fx_character.fxl | viruscast_split_repair_rsi_repair_rsi1_end
28000A33 = fx_character.fxl | viruscast_split_restore_group_restore_group1_end
28000A5A = fx_character.fxl | agent_fire
12DEC76B = fx_cryptos.fxl | dialog_05_10_32023_01
12DEC76E = fx_cryptos.fxl | dialog_05_10_32032_01
12DEC777 = fx_cryptos.fxl | dialog_05_10_32041_01
580000FA = fx_dialog.fxl | Merovingian_Misc Lines_Merovingian_VeryGood
580000DB = fx_dialog.fxl | Merovingian_Cell Phone_Merovingian_GoToLeVrai
580001B5 = fx_dialog.fxl | Merovingian_Being Attacked_Merovingian_StopThisAttackAtOnce
08000013 = fx_dialog.fxl | Anome_Pissed_Off
280004C7 = fx_handcombat.fxl | fx_handcombat_Hit_LR_B
DE0000AB = fx_live_events.fxl | event_2_1_fb_boss_death_Children_code_puddle_emitter
04000030 = fx_npc.fxl | oligarchs_main
90000001 = fx_object.fxl | GameObjects_blinking_cellphone
28000663 = fx_object.fxl | fx_object_consumables_airhypo
280009BA = fx_object.fxl | fx_object_Interface_neighborhood_names_morrell
4A00004B = fx_props.fxl | props_cherry_blossom _tree
4A0000CD = fx_props.fxl | club_props_projected_patterns_green_spinner7
860000C8 = fx_RichWorldSnds.fxl | subway_cars_subwaycar_arrive
860001BA = fx_sound_ambient.fxl | World Int_Dungeon Aprt Spawner
860000E7 = fx_weapon.fxl | fx_weapon_submachinegun2_reload
28000A4D = fx_weapon.fxl | fx_weapon_automaticrifle1_muzzle_flash_silencer
4A000008 = test.fxl | blake test_bomb
28000724 = fx_character.fxl | combat_rev9_components_precise_throw_righthand
280000B6 = fx_character.fxl | viruscast_split_code_stop_codestop1_end
2800085D = fx_character.fxl | viruscast_split_fortifysimulacra_fortifysimulacra
280008A3 = fx_character.fxl | viruscast_split_repairsimulacra_repairsimulacra2_middle
2800098B = fx_character.fxl | viruscast_split_daemonboost_daemonboost_component
280009E3 = fx_character.fxl | viruscast_split_emergency_repairs_emergencyrepairs1_middle
28000A27 = fx_character.fxl | viruscast_split_repair_rsi_repair_rsi2_end
28000A37 = fx_character.fxl | viruscast_split_restore_group_restore_group2_end
12DEC759 = fx_cryptos.fxl | dialog_05_10_32005_02
12DEC75A = fx_cryptos.fxl | dialog_05_10_32006_01
12DEC762 = fx_cryptos.fxl | dialog_05_10_32014_02
12DEC76F = fx_cryptos.fxl | dialog_05_10_32033_01
12DEC778 = fx_cryptos.fxl | dialog_05_10_32042_01
12DEC799 = fx_cryptos.fxl | dialog_05_10_32131_02
580000B2 = fx_dialog.fxl | Merovingian_GROUPED MESSAGES_Merovingian_Stops_Following
580000C4 = fx_dialog.fxl | Merovingian_Misc Lines_Merovingian_PersephoneGreet
58000141 = fx_dialog.fxl | Niobe_Misc Lines_Niobe_SomethingsNotRightHere
5800014A = fx_dialog.fxl | Niobe_Cell Phone_Niobe_IWillMeetYouThere
58000173 = fx_dialog.fxl | Persephone_GROUPED MESSAGES_Persephone_Arrives_At_Spot
580001E5 = fx_dialog.fxl | Merovingian_Thanks for Assistance_Merovingian_YouWillBeRewardedForYourEfforts
58000241 = fx_dialog.fxl | Oracle_Greets Ally_Oracle_MyGoodnessLookAtYouCleanedUpRealGood
58000243 = fx_dialog.fxl | Oracle_Greets Ally_Oracle_SatiAsksAboutYouSometimesIThinkSheLikesYou
58000292 = fx_dialog.fxl | Persephone_Arrives at Spot_Persephone_YouWereWonderfulWellHaveToDoThisAgain
580002E8 = fx_dialog.fxl | Sati_Follows_Sati_IWillBeRightBehindYou
08000BC8 = fx_dialog.fxl | Morpheus_Quest for Neo's Remains_MorpheusInt_IWillReturnNeoToZionIfItTakesMyVeryLastBreath
280004CA = fx_handcombat.fxl | fx_handcombat_Hit_MR_B
280004DA = fx_handcombat.fxl | fx_handcombat_Hit_LR_C
12463126 = fx_live_events_2.fxl | live_event_2_3_Fly_Infestation_fly_virus_hardline_stage1
4A0000CE = fx_props.fxl | club_props_projected_patterns_green_spinner8
28000A4E = fx_weapon.fxl | fx_weapon_automaticrifle2_muzzle_flash_silencer
2800062E = fx_character.fxl | fx_character_buffer_overflow
28000630 = fx_character.fxl | fx_character_antiviral_sweep
280006E2 = fx_character.fxl | fx_character_illuminate_loop
28000703 = fx_character.fxl | combat_rev9_components_energy_power_righthand_flare
280000A2 = fx_character.fxl | viruscast_split_code_nuke_codenuke_middle
280000DE = fx_character.fxl | viruscast_split_viral_shielding_viralshielding
2800013B = fx_character.fxl | viruscast_split_renew_rsi_renew_rsi_start
280008A7 = fx_character.fxl | viruscast_split_repairsimulacra_repairsimulacra3_middle
280009E7 = fx_character.fxl | viruscast_split_emergency_repairs_emergencyrepairs2_middle
28000A2B = fx_character.fxl | viruscast_split_repair_rsi_repair_rsi3_end
28000A3B = fx_character.fxl | viruscast_split_restore_group_restore_group3_end
28000A43 = fx_character.fxl | area_effects_damage
12DEC75B = fx_cryptos.fxl | dialog_05_10_32007_01
12DEC763 = fx_cryptos.fxl | dialog_05_10_32015_02
12DEC764 = fx_cryptos.fxl | dialog_05_10_32016_01
12DEC76C = fx_cryptos.fxl | dialog_05_10_32024_02
12DEC770 = fx_cryptos.fxl | dialog_05_10_32034_01
12DEC779 = fx_cryptos.fxl | dialog_05_10_32043_01
12DEC781 = fx_cryptos.fxl | dialog_05_10_32060_02
12DEC782 = fx_cryptos.fxl | dialog_05_10_32061_01
12DEC78B = fx_cryptos.fxl | dialog_05_10_32070_01
58000097 = fx_dialog.fxl | Seraph_Misc Lines_Seraph_YouUnderstandNow
580000B7 = fx_dialog.fxl | Merovingian_Misc Lines_Merovingian_Yes
580002A1 = fx_dialog.fxl | Persephone_Flirts_Persephone_Flirts_DoYouWantToKnowMeIknowYouVeryWell
58000360 = fx_dialog.fxl | Niobe_Thanks for Assistance_Niobe_YoureSettingAnexampleForUsAllThanks
860000BD = fx_environmental.fxl | Sounds_fridge_modern_open
280004DD = fx_handcombat.fxl | fx_handcombat_Hit_MR_C
DE000079 = fx_live_events.fxl | event_2_1_morpheus_morpheus_wake_flies_from_mouth
12463127 = fx_live_events_2.fxl | live_event_2_3_Fly_Infestation_fly_virus_hardline_stage2
0400008B = fx_npc.fxl | kunoichi_spawn_white
040000B8 = fx_npc.fxl | oligarchs_spawns_compress
B0000026 = fx_object.fxl | fx_object_Searchlight_searchlight_lvl1
28000417 = fx_weapon.fxl | fx_weapon_explosions_explosion_med_electric
04000033 = fx_winter.fxl | partyhats_activate_red
280006FD = fx_character.fxl | combat_rev9_components_energy_power_leftfoot
28000709 = fx_character.fxl | combat_rev9_components_energy_speed_rightfoot_flare
860000EB = fx_character.fxl | Emotes_stompfoot
2800021E = fx_character.fxl | viruscast_split_fumble_field_fumblefield_start
280008AB = fx_character.fxl | viruscast_split_repairsimulacra_repairsimulacra4_middle
2800097A = fx_character.fxl | viruscast_split_enrage_foes_enrage_foes_middle
28000986 = fx_character.fxl | viruscast_split_upgrade_artist_upgrade_artist_middle
28000A2F = fx_character.fxl | viruscast_split_repair_rsi_repair_rsi4_end
12DEC75C = fx_cryptos.fxl | dialog_05_10_32008_01
12DEC765 = fx_cryptos.fxl | dialog_05_10_32017_01
12DEC771 = fx_cryptos.fxl | dialog_05_10_32035_01
12DEC77A = fx_cryptos.fxl | dialog_05_10_32044_01
12DEC783 = fx_cryptos.fxl | dialog_05_10_32062_01
12DEC78C = fx_cryptos.fxl | dialog_05_10_32071_01
12DEC795 = fx_cryptos.fxl | dialog_05_10_32080_01
58000069 = fx_dialog.fxl | Merovingian_Cell Phone_Merovingian_INeedYouToPickSomethingUp
58000111 = fx_dialog.fxl | Sati_Misc Lines_Sati_IDontThinkYoureRight
58000152 = fx_dialog.fxl | Niobe_Cell Phone_Niobe_AnsweringMachine
580001F2 = fx_dialog.fxl | Morpheus_Arrives at Spot_Morpheus_ThisIsThePlace
58000212 = fx_dialog.fxl | Morpheus_Gives Message for Oracle_Morpheus_ThisMessageMustReachOracleIKnowYouWontLet
58000276 = fx_dialog.fxl | Oracle_Random Quotes_Oracle_WhatYouSeeDependsOnWhatYoureLooking
08000BCA = fx_dialog.fxl | Sati_Gives Item_SatiLetter_ThisIsForYou
860000BF = fx_environmental.fxl | Sounds_fridge_classic_close
8600018E = fx_environmental.fxl | Sounds_door_metal_slide_open
124630C9 = fx_GoldenTickets.fxl | Healing_gift_healing_plus_vertical
1246311B = fx_GoldenTickets.fxl | anti-stun pill_pill_activate
040000C5 = fx_npc.fxl | oligarchs_spawns_antisignaljamming
B0000027 = fx_object.fxl | fx_object_Searchlight_searchlight_lvl2
4A0000FC = fx_props.fxl | club_props_spotlights_angled_rotating_3m_rotating_white_1
4A000111 = fx_props.fxl | club_props_spotlights_vertical_stationary_stationary_vertical_orange
2800046B = fx_weapon.fxl | fx_weapon_bullet_impacts_bullet_impact_wood
280004AA = fx_character.fxl | invisiblity_self_loop
28000079 = fx_character.fxl | viruscast_split_bottleneck_field_bottleneckfield_middle
280009CC = fx_character.fxl | viruscast_split_proxycoder_proxycoder_start
28000A04 = fx_character.fxl | viruscast_split_logic_barrage_logicbarrage2_end
12DEC75D = fx_cryptos.fxl | dialog_05_10_32009_01
12DEC766 = fx_cryptos.fxl | dialog_05_10_32018_01
12DEC772 = fx_cryptos.fxl | dialog_05_10_32036_01
12DEC77D = fx_cryptos.fxl | dialog_05_10_32053_02
12DEC784 = fx_cryptos.fxl | dialog_05_10_32063_01
12DEC78D = fx_cryptos.fxl | dialog_05_10_32072_01
12DEC796 = fx_cryptos.fxl | dialog_05_10_32081_01
5800011E = fx_dialog.fxl | Sati_Misc Lines_Sati_ComeOnLetsGo
580001B4 = fx_dialog.fxl | Merovingian_Arrives at Spot_Merovingian_ThisWillDo
5800027D = fx_dialog.fxl | Oracle_Random Quotes_Oracle_YouThinkImJustMessingWithYourHead
58000336 = fx_dialog.fxl | Niobe_Arrived at Spot_Niobe_IAppreciateYourGuidance
58000362 = fx_dialog.fxl | Oracle_Offers Cookie_Oracle_CanIGetYouToAcceptACookieThisTime
58000367 = fx_dialog.fxl | AgentGray_Graduation_AchievedRep16
86000123 = fx_footsteps.fxl | fx_footsteps_Footsteps_Brick_Left
124630C0 = fx_GoldenTickets.fxl | Glasses_Upgrade_activate_OLD_flaming_head
28000658 = fx_object.fxl | fx_object_glitch
28000688 = fx_object.fxl | Traps_shock_trap_light
280009B6 = fx_object.fxl | fx_object_Interface_neighborhood_names_mara
B0000029 = fx_object.fxl | fx_object_Searchlight_searchlight_lvl3
124630DC = fx_Pandoras_Box.fxl | Portal_portal_rings
4A000131 = fx_props.fxl | Foundry_Vat
860001BD = fx_sound_ambient.fxl | World Int_Subway 0
28000023 = fx_character.fxl | viruscast_split__damage__middle
28000140 = fx_character.fxl | viruscast_split_rejuvenate_rsi_rejuvenate_rsi
28000817 = fx_character.fxl | viruscast_split_destroy_health_destroyhealth_start
280008C6 = fx_character.fxl | viruscast_split_tinkering_tinkering_end
2800092D = fx_character.fxl | viruscast_split_group_repairs_grouprepairs1_end
28000A03 = fx_character.fxl | viruscast_split_logic_barrage_logicbarrage3_end
12DEC767 = fx_cryptos.fxl | dialog_05_10_32019_01
12DEC773 = fx_cryptos.fxl | dialog_05_10_32037_01
12DEC77B = fx_cryptos.fxl | dialog_05_10_32045_02
12DEC785 = fx_cryptos.fxl | dialog_05_10_32064_01
12DEC78E = fx_cryptos.fxl | dialog_05_10_32073_01
12DEC797 = fx_cryptos.fxl | dialog_05_10_32082_01
580000BA = fx_dialog.fxl | Merovingian_Misc Lines_Merovingian_BadFeelingAboutThis
5800030E = fx_dialog.fxl | Seraph_Being Attacked_Seraph_IWarnYouIAmMostSkilledInCombat
86000126 = fx_footsteps.fxl | fx_footsteps_Lands_small_metal
8600019A = fx_footsteps.fxl | fx_footsteps_Robot_move
86000019 = fx_handcombat.fxl | fx_handcombat_Woodenstake_hit
DE0000A8 = fx_live_events.fxl | event_2_1_fb_boss_corrupted_fb_main
DE0000AC = fx_live_events.fxl | event_2_1_fb_boss_death_Children_fb_boss_heart_death
280009B5 = fx_object.fxl | fx_object_Interface_neighborhood_names_manssen_park
280009BE = fx_object.fxl | fx_object_Interface_neighborhood_names_rogers_way
B000002D = fx_object.fxl | fx_object_Searchlight_searchlight_lvl4
C6000006 = fx_object.fxl | fx_object_data_node_loot
040000AE = fx_object.fxl | fx_object_Searchlight_sleep_end
22000020 = fx_sound_ambient.fxl | Defaults_Default Exterior 0
28000833 = test.fxl | Test FX_target_test
280005B2 = fx_character.fxl | fx_character_message_cloud_end
2800060B = fx_character.fxl | hacker_debuff_targetbase
8600015A = fx_character.fxl | Emotes_inhaler_shake
28000839 = fx_character.fxl | fx_character_jackout
28000889 = fx_character.fxl | viruscast_split_remoteproxy_remoteproxy1
28000931 = fx_character.fxl | viruscast_split_group_repairs_grouprepairs2_end
28000A05 = fx_character.fxl | viruscast_split_logic_barrage_logicbarrage4_end
28000A3F = fx_character.fxl | area_effects_buff
12DEC774 = fx_cryptos.fxl | dialog_05_10_32038_01
12DEC78F = fx_cryptos.fxl | dialog_05_10_32074_01
12DEC798 = fx_cryptos.fxl | dialog_05_10_32128_01
580000F6 = fx_dialog.fxl | Seraph_GROUPED MESSAGES_Seraph_Follows
580001B2 = fx_dialog.fxl | Merovingian_Being Attacked_Merovingian_IWillHaveYouKilledForThis
580001D2 = fx_dialog.fxl | Merovingian_Speaks to New Recruit_Merovingian_WelcomeToMyOrganization
5800022D = fx_dialog.fxl | Oracle_Asks Player to Stop_Oracle_JustWaitThereAMinute
58000234 = fx_dialog.fxl | Oracle_Gives Item_Oracle_HereTakeThis
580002C1 = fx_dialog.fxl | Persephone_Speaks to Old Member_Persephone_YouAreALittleLessExpendableNow
58000338 = fx_dialog.fxl | Niobe_Being Attacked_Niobe_IsThisPartOfYourPlan
5800036A = fx_dialog.fxl | AgentGray_Graduation_AchievedRep81
72000007 = fx_dialog.fxl | StoryItems_NiobesGivesSomeHistory1
28000519 = fx_interlock.fxl | fx_interlock_Impacts_impact_bullet
08000BBA = fx_live_events.fxl | winter_snowsim_ss2_main
28000582 = fx_object.fxl | GameObjects_dresser_med
B000002E = fx_object.fxl | fx_object_Searchlight_searchlight_lvl5
280004B5 = fx_props.fxl | props_oil_drum_fire
4A000102 = fx_props.fxl | club_props_spotlights_angled_rotating_6m_rotating_white_1
22000036 = fx_sound_ambient.fxl | World Const_Ashencourte 0
280005F0 = fx_character.fxl | fx_character_upgrade_cast
280006A8 = fx_character.fxl | fx_character_sleep_loop
28000778 = fx_character.fxl | fx_character_ffcc
280000D0 = fx_character.fxl | viruscast_split_zone_of_powerlessness_zoneofpowerless_start
2800019F = fx_character.fxl | viruscast_split_miasma_miasma1_start
280001BB = fx_character.fxl | viruscast_split_logic_blast_logicblast1_end
28000843 = fx_character.fxl | viruscast_split_advanced_tinkering_advancedtinkering_start
28000876 = fx_character.fxl | viruscast_split_patcherdaemon1_patcherdaemon1_end
2800088D = fx_character.fxl | viruscast_split_remoteproxy_remoteproxy2
2800092C = fx_character.fxl | viruscast_split_patcher_patcher
28000935 = fx_character.fxl | viruscast_split_group_repairs_grouprepairs3_end
2800066A = fx_cinematic.fxl | cinematic 1.1_cookie_bitten
12DEC76D = fx_cryptos.fxl | dialog_05_10_32029_02
12DEC775 = fx_cryptos.fxl | dialog_05_10_32039_01
12DEC77E = fx_cryptos.fxl | dialog_05_10_32057_01
12DEC786 = fx_cryptos.fxl | dialog_05_10_32065_02
12DEC787 = fx_cryptos.fxl | dialog_05_10_32066_01
12DEC790 = fx_cryptos.fxl | dialog_05_10_32075_01
58000001 = fx_dialog.fxl | Seraph_GROUPED MESSAGES_Seraph_Greets_Enemy
580000BE = fx_dialog.fxl | Merovingian_Misc Lines_Merovingian_IfYouNeedAnythingFloodWillAttend
58000129 = fx_dialog.fxl | Morpheus_Misc Lines_Morpheus_SomethingIsntRightHere
58000199 = fx_dialog.fxl | Persephone_Cell Phone_Persephone_ISentAllDataYouNeed
580001BB = fx_dialog.fxl | Merovingian_Flirts_Merovingian_MaybeIWillMakeASpecialDessert
5800027C = fx_dialog.fxl | Oracle_Random Quotes_Oracle_HopeHasOnlyJustBegunToTakeRoot
580002CF = fx_dialog.fxl | Persephone_Unsatisfied with Kiss_Persephone_LikeKissingAStatue
72000008 = fx_dialog.fxl | StoryItems_NiobesGivesSomeHistory2
8600014D = fx_environmental.fxl | Sounds_door_bookcase_open
60000004 = fx_footsteps.fxl | fx_footsteps_Default_Wall_Left
