LITTLE      BIG             SYMBOLICNAME
40020058 58000240 = FX_ORACLE_GREETS_ALLY_ORACLE_HELLOTHEREYOURERIGHTONTIME
41020058 58000241 = FX_ORACLE_GREETS_ALLY_ORACLE_MYGOODNESSLOOKATYOUCLEANEDUPREALGOOD
42020058 58000242 = FX_ORACLE_GREETS_ALLY_ORACLE_ITSNICETOSEEYOUAGAIN
43020058 58000243 = FX_ORACLE_GREETS_ALLY_ORACLE_SATIASKSABOUTYOUSOMETIMESITHINKSHELIKESYOU
44020058 58000244 = FX_ORACLE_GREETS_ENEMY_ORACLE_IKNEWYOUWERECOMING
45020058 58000245 = FX_ORACLE_GREETS_ENEMY_ORACLE_WELLLOOKWHOSLUNKINTHEBACKDOOR
46020058 58000246 = FX_ORACLE_GREETS_ENEMY_ORACLE_ITSABOUTTIMEYOUGOTHERE
47020058 58000247 = FX_ORACLE_OFFERS_COOKIE_ORACLE_WANTACOOKIE
49020058 58000249 = FX_ORACLE_OFFERS_COOKIE_ORACLE_HAVEACOOKIE
4a020058 5800024a = FX_ORACLE_OFFERS_COOKIE_ORACLE_HOWABOUTACOOKIE
4b020058 5800024b = FX_ORACLE_OFFERS_COOKIE_ORACLE_WOULDYOULIKEACOOKIETHEYREFRESH
4c020058 5800024c = FX_ORACLE_OFFERS_COOKIE_ORACLE_COOKIEFRESHFROMTHEOVEN
4d020058 5800024d = FX_ORACLE_PLAYER_ARRIVES_AT_SPOT_ORACLE_HEREWEARE
4e020058 5800024e = FX_ORACLE_PLAYER_ARRIVES_AT_SPOT_ORACLE_THISISITWEREHERE
69020058 58000269 = FX_ORACLE_RANDOM_QUOTES_ORACLE_THEFUTUREDOESNTCAREABOUTYOU
6a020058 5800026a = FX_ORACLE_RANDOM_QUOTES_ORACLE_YOUONLYLIVEONCEBUT
6b020058 5800026b = FX_ORACLE_RANDOM_QUOTES_ORACLE_HOPEFORTHEBESTPREPAREFORWORST
6c020058 5800026c = FX_ORACLE_RANDOM_QUOTES_ORACLE_ICANTTELLYOUHOWTHISWILLEND
6d020058 5800026d = FX_ORACLE_RANDOM_QUOTES_ORACLE_YOUWANTTOKNOWFUTUREOFMATRIX
6e020058 5800026e = FX_ORACLE_RANDOM_QUOTES_ORACLE_AREYOUAFRAIDOFTHEFUTURE
6f020058 5800026f = FX_ORACLE_RANDOM_QUOTES_ORACLE_YOUHAVETWOCHOICESFAITHORFEAR
70020058 58000270 = FX_ORACLE_RANDOM_QUOTES_ORACLE_NOMATTERWHATSIDEYOUCHOOSE
71020058 58000271 = FX_ORACLE_RANDOM_QUOTES_ORACLE_THERESFREEDOMTOCHOOSEANDMAKINGACHOICE
72020058 58000272 = FX_ORACLE_RANDOM_QUOTES_ORACLE_IFYOURENOTSCAREDTODEATHOFMOVINGFORWARD
73020058 58000273 = FX_ORACLE_RANDOM_QUOTES_ORACLE_CALLITFAITHCALLITSTUPIDITYORMAYBE
74020058 58000274 = FX_ORACLE_RANDOM_QUOTES_ORACLE_EXILESWANTTOLIVEASMUCHASYOUDO
75020058 58000275 = FX_ORACLE_RANDOM_QUOTES_ORACLE_FORGIVENESSISANESSENTIALELEMENTOFLASTINGPEACE
76020058 58000276 = FX_ORACLE_RANDOM_QUOTES_ORACLE_WHATYOUSEEDEPENDSONWHATYOURELOOKING
77020058 58000277 = FX_ORACLE_RANDOM_QUOTES_ORACLE_FREEDOMISNTSOMETHINGTHATCANBEGIVEN
78020058 58000278 = FX_ORACLE_RANDOM_QUOTES_ORACLE_YOURFUTUREDEPENDSONLOTSOFTHINGS
79020058 58000279 = FX_ORACLE_RANDOM_QUOTES_ORACLE_YOUCANTWINWITHOUTLOSINGDEAR
7a020058 5800027a = FX_ORACLE_RANDOM_QUOTES_ORACLE_YOURPATHGOESASFARASYOURCOURAGETOWALK
7b020058 5800027b = FX_ORACLE_RANDOM_QUOTES_ORACLE_IFAMANISBRAVEORONLYACTINGBRAVE
7c020058 5800027c = FX_ORACLE_RANDOM_QUOTES_ORACLE_HOPEHASONLYJUSTBEGUNTOTAKEROOT
7d020058 5800027d = FX_ORACLE_RANDOM_QUOTES_ORACLE_YOUTHINKIMJUSTMESSINGWITHYOURHEAD
7e020058 5800027e = FX_ORACLE_RANDOM_QUOTES_ORACLE_SATIPUTTHESUNBACKWHEREITGOES
7f020058 5800027f = FX_PERSEPHONE_WARNS_THREATENING_PLAYER_PERSEPHONE_IMAYBEMARRIEDTODEVILHIMSELFBUTIPROMISEYOU
80020058 58000280 = FX_PERSEPHONE_UNSATISFIED_WITH_KISS_PERSEPHONE_MMMM
81020058 58000281 = FX_PERSEPHONE_THANKS_FOR_ASSISTANCE_PERSEPHONE_THANKYOU
82020058 58000282 = FX_PERSEPHONE_TAKES_ITEM_PERSEPHONE_IVEBEENWAITINGFORTHIS
83020058 58000283 = FX_PERSEPHONE_STOPS_FOLLOWING_PERSEPHONE_IWILLNOTMOVEAMUSCLE
84020058 58000284 = FX_PERSEPHONE_SPEAKS_TO_OLD_MEMBER_PERSEPHONE_IMIMPRESSED
85020058 58000285 = FX_PERSEPHONE_SPEAKS_TO_NEW_RECRUIT_PERSEPHONE_CONGRATULATIONS
86020058 58000286 = FX_PERSEPHONE_SATISFIED_WITH_KISS_PERSEPHONE_MMMM
87020058 58000287 = FX_PERSEPHONE_REQUESTS_TASK_PERSEPHONE_YOUWANTTODOSOMETHINGFORMEYOUKNOWYOUDO
88020058 58000288 = FX_PERSEPHONE_GREETS_ENEMY_PERSEPHONE_WHATANUNPLEASANTSURPRISE
89020058 58000289 = FX_PERSEPHONE_GREETS_ALLY_PERSEPHONE_IHAVEBEENWAITINGFORYOU
8a020058 5800028a = FX_PERSEPHONE_GIVES_ITEM_PERSEPHONE_TAKETHISPLEASE
8b020058 5800028b = FX_PERSEPHONE_FOLLOWS_PERSEPHONE_IWILLSTAYBEHINDYOUWHEREITISSAFE
8c020058 5800028c = FX_PERSEPHONE_FLIRTS_PERSEPHONE_YOUHAVECERTAINSOMETHINGABOUTYOUILIKEIT
8d020058 5800028d = FX_PERSEPHONE_BEING_ATTACKED_PERSEPHONE_GETTHISCREATUREAWAYFROMME
8e020058 5800028e = FX_PERSEPHONE_ASKS_FOR_KISS_PERSEPHONE_IFYOUWANTSOMETHINGFROMMEYOUHAVETOGIVEME
8f020058 5800028f = FX_PERSEPHONE_ARRIVES_AT_SPOT_PERSEPHONE_THISISTHEPLACE
90020058 58000290 = FX_PERSEPHONE_ARRIVES_AT_SPOT_PERSEPHONE_THISWILLDONICELY
91020058 58000291 = FX_PERSEPHONE_ARRIVES_AT_SPOT_PERSEPHONE_IWILLBEFINEHERETHANKYOU
92020058 58000292 = FX_PERSEPHONE_ARRIVES_AT_SPOT_PERSEPHONE_YOUWEREWONDERFULWELLHAVETODOTHISAGAIN
93020058 58000293 = FX_PERSEPHONE_ASKS_FOR_KISS_PERSEPHONE_IWANTYOUTOKISSME
94020058 58000294 = FX_PERSEPHONE_ASKS_FOR_KISS_PERSEPHONE_KISSMEASIFIWASYOURTRUELOVE
95020058 58000295 = FX_PERSEPHONE_ASKS_FOR_KISS_PERSEPHONE_MAKEMEBELIEVETHESEAREREALLIPSNOTCODE
96020058 58000296 = FX_PERSEPHONE_BEING_ATTACKED_PERSEPHONE_DOYOUKNOWWHOIAMSTOPTHISATONCE
97020058 58000297 = FX_PERSEPHONE_BEING_ATTACKED_PERSEPHONE_DOYOUTHINKYOUCANATTACKMEANDGETAWAYWITHIT
98020058 58000298 = FX_PERSEPHONE_BEING_ATTACKED_PERSEPHONE_IFIMHURTMYHUSBANDWILLHAVEYOURBALLS
99020058 58000299 = FX_PERSEPHONE_FLIRTS_PERSEPHONE_IFYOURECLEVERPERHAPSWECANBECLOSEFRIENDS
9a020058 5800029a = FX_PERSEPHONE_FLIRTS_PERSEPHONE_ICANBEAVERYGOODPATRON
9b020058 5800029b = FX_PERSEPHONE_FLIRTS_PERSEPHONE_MYHUSBANDDOESNOTUNDERSTANDWHYYOURESPECIALBUTI
9c020058 5800029c = FX_PERSEPHONE_FLIRTS_PERSEPHONE_AKISSISJUSTAKISSBUTFROMRIGHTPERSON
9d020058 5800029d = FX_PERSEPHONE_FLIRTS_PERSEPHONE_FLIRTS_IFYOUWANTMYRESPECTYOULLHAVETOEARNIT
9e020058 5800029e = FX_PERSEPHONE_FLIRTS_PERSEPHONE_FLIRTS_IFONLYYOUHADCOMETOTHEMATRIXALONGTIMEAGO
9f020058 5800029f = FX_PERSEPHONE_FLIRTS_PERSEPHONE_FLIRTS_YOUTHINKYOUARESPECIALPROVEIT
a0020058 580002a0 = FX_PERSEPHONE_FLIRTS_PERSEPHONE_FLIRTS_IHAVELONGEDFORSOMETHINGISTHISIT
a1020058 580002a1 = FX_PERSEPHONE_FLIRTS_PERSEPHONE_FLIRTS_DOYOUWANTTOKNOWMEIKNOWYOUVERYWELL
a2020058 580002a2 = FX_PERSEPHONE_FOLLOWS_PERSEPHONE_LEADTHEWAYITRUSTYOUTOPROTECTME
a3020058 580002a3 = FX_PERSEPHONE_FOLLOWS_PERSEPHONE_ILLBERIGHTBEHINDYOU
a4020058 580002a4 = FX_PERSEPHONE_FOLLOWS_PERSEPHONE_GOONIWILLFOLLOWYOU
a5020058 580002a5 = FX_PERSEPHONE_GIVES_ITEM_PERSEPHONE_THISISFORYOU
a6020058 580002a6 = FX_PERSEPHONE_GIVES_ITEM_PERSEPHONE_IHAVESOMETHINGFORYOU
a7020058 580002a7 = FX_PERSEPHONE_GIVES_ITEM_PERSEPHONE_IMUSTGIVETHISANDYOUMUSTTAKEITFORME
a8020058 580002a8 = FX_PERSEPHONE_GIVES_ITEM_PERSEPHONE_CAREFORTHISASYOUWOULDFORME
a9020058 580002a9 = FX_PERSEPHONE_GREETS_ALLY_PERSEPHONE_NICEOFYOUTOCOMEFINALLY
aa020058 580002aa = FX_PERSEPHONE_GREETS_ALLY_PERSEPHONE_HELLO
ab020058 580002ab = FX_PERSEPHONE_GREETS_ALLY_PERSEPHONE_ABOUTTIMEYOUGOTHERE
ac020058 580002ac = FX_PERSEPHONE_GREETS_ENEMY_PERSEPHONE_OHLOOKCOMPANY
ad020058 580002ad = FX_PERSEPHONE_GREETS_ENEMY_PERSEPHONE_ITHOUGHTWETOOKTHETRASHOUTTODAY
ae020058 580002ae = FX_PERSEPHONE_REQUESTS_TASK_PERSEPHONE_THEREISSOMETHINGELSEYOUCANDOFORME
af020058 580002af = FX_PERSEPHONE_REQUESTS_TASK_PERSEPHONE_THERESASMALLFAVORYOUMAYDOFORMEIFYOUASKNICELY
b0020058 580002b0 = FX_PERSEPHONE_REQUESTS_TASK_PERSEPHONE_YOUWORKFORMYHUSBANDYOUDOHISDIRTYWORKNOWDOMINE
b1020058 580002b1 = FX_PERSEPHONE_SATISFIED_WITH_KISS_PERSEPHONE_OHMYYESTHATWILLDO
b2020058 580002b2 = FX_PERSEPHONE_SATISFIED_WITH_KISS_PERSEPHONE_AHYOURTRUELOVEISVERYLUCKYIWOULDKILLFORSUCHPASSION
b3020058 580002b3 = FX_PERSEPHONE_SATISFIED_WITH_KISS_PERSEPHONE_YESTHATISWHATINEEDED
b4020058 580002b4 = FX_PERSEPHONE_SPEAKS_TO_NEW_RECRUIT_PERSEPHONE_MYHUSBANDISAVERYDEMANDINGMANBUTITHINKYOU
b5020058 580002b5 = FX_PERSEPHONE_SPEAKS_TO_NEW_RECRUIT_PERSEPHONE_WHENSOMEONEGIVESYOUATASKMAKESURETHEYRESATIS
b6020058 580002b6 = FX_PERSEPHONE_SPEAKS_TO_NEW_RECRUIT_PERSEPHONE_BUTTHISISNOTABOUTMYHUSBANDISIT
b7020058 580002b7 = FX_PERSEPHONE_SPEAKS_TO_NEW_RECRUIT_PERSEPHONE_YOUMUSTBEVERYGOODATGETTINGWHATYOUWANT
b8020058 580002b8 = FX_PERSEPHONE_SPEAKS_TO_NEW_RECRUIT_PERSEPHONE_MYHUSBANDDOESNTEMPLOYPEOPLEWHOAREGIVING
b9020058 580002b9 = FX_PERSEPHONE_SPEAKS_TO_NEW_RECRUIT_PERSEPHONE_YOUMUSTBESTRONGANDALITTLESELFISH
ba020058 580002ba = FX_PERSEPHONE_SPEAKS_TO_NEW_RECRUIT_PERSEPHONE_ILIKETHAT
bb020058 580002bb = FX_PERSEPHONE_SPEAKS_TO_OLD_MEMBER_PERSEPHONE_MYHUSBANDDOESNTTAKEVERYGOODCAREOFHISTOYSBUTYOU
bc020058 580002bc = FX_PERSEPHONE_SPEAKS_TO_OLD_MEMBER_PERSEPHONE_OHDONTBEINSULTEDITHINKYOUMAKEAWONDERFUL
bd020058 580002bd = FX_PERSEPHONE_SPEAKS_TO_OLD_MEMBER_PERSEPHONE_IREMEMBERWHENIFIRSTSAWYOUSOFRESH
be020058 580002be = FX_PERSEPHONE_SPEAKS_TO_OLD_MEMBER_PERSEPHONE_NOWYOUTHINKYOUHAVEMADEITTHINKAGAIN
bf020058 580002bf = FX_PERSEPHONE_SPEAKS_TO_OLD_MEMBER_PERSEPHONE_YOUHAVEHISCONFIDENCEBUTNOTHISTRUST
c0020058 580002c0 = FX_PERSEPHONE_SPEAKS_TO_OLD_MEMBER_PERSEPHONE_HEWONTEVENTRUSTMEANYMORENOTTHATHESHOULD
c1020058 580002c1 = FX_PERSEPHONE_SPEAKS_TO_OLD_MEMBER_PERSEPHONE_YOUAREALITTLELESSEXPENDABLENOW
c2020058 580002c2 = FX_PERSEPHONE_SPEAKS_TO_OLD_MEMBER_PERSEPHONE_CONGRATULATIONS
c3020058 580002c3 = FX_PERSEPHONE_STOPS_FOLLOWING_PERSEPHONE_ILLBERIGHTHERE
c4020058 580002c4 = FX_PERSEPHONE_STOPS_FOLLOWING_PERSEPHONE_ALLRIGHTDONOTBEGONELONG
c5020058 580002c5 = FX_PERSEPHONE_STOPS_FOLLOWING_PERSEPHONE_FINEBUTWECANNOTWAITTOOLONG
c6020058 580002c6 = FX_PERSEPHONE_TAKES_ITEM_PERSEPHONE_VERYGOODYOUARENTASINCOMPETENTASHUSBANDSAYS
c7020058 580002c7 = FX_PERSEPHONE_TAKES_ITEM_PERSEPHONE_WHYDIDYOUTAKESOLONGNOMATTER
c8020058 580002c8 = FX_PERSEPHONE_TAKES_ITEM_PERSEPHONE_THANKYOU
c9020058 580002c9 = FX_PERSEPHONE_THANKS_FOR_ASSISTANCE_PERSEPHONE_YOUASSISTANCEWASMOSTWELCOME
ca020058 580002ca = FX_PERSEPHONE_THANKS_FOR_ASSISTANCE_PERSEPHONE_THANKYOUFORHELPINGME
cb020058 580002cb = FX_PERSEPHONE_THANKS_FOR_ASSISTANCE_PERSEPHONE_YOUARESOBRAVETOCOMETOMYAID
cc020058 580002cc = FX_PERSEPHONE_UNSATISFIED_WITH_KISS_PERSEPHONE_THATWASTERRIBLE
cd020058 580002cd = FX_PERSEPHONE_UNSATISFIED_WITH_KISS_PERSEPHONE_NOPASSION
ce020058 580002ce = FX_PERSEPHONE_UNSATISFIED_WITH_KISS_PERSEPHONE_YOURENOTEVENTRYINGFORGETIT
cf020058 580002cf = FX_PERSEPHONE_UNSATISFIED_WITH_KISS_PERSEPHONE_LIKEKISSINGASTATUE
d0020058 580002d0 = FX_PERSEPHONE_WARNS_THREATENING_PLAYER_PERSEPHONE_DONTTHINKYOUCANTHREATENME
d1020058 580002d1 = FX_PERSEPHONE_WARNS_THREATENING_PLAYER_PERSEPHONE_THERESNOTHINGYOUCANDOTOFRIGHTENMEAFTERWHATIVESEEN
d2020058 580002d2 = FX_SATI_TAKES_ITEM_SATI_THANKYOU
d3020058 580002d3 = FX_SATI_STOPS_FOLLOWING_SATI_YOUWONTLEAVEMEBEHINDWILLYOU
d4020058 580002d4 = FX_SATI_GREETS_ENEMY_SATI_YOUSEEMKINDOFSCARY
d5020058 580002d5 = FX_SATI_GREETS_ALLY_SATI_HELLO
d6020058 580002d6 = FX_SATI_GIVES_ITEM_SATI_TAKETHISPLEASE
d7020058 580002d7 = FX_SATI_FOLLOWS_SATI_OKAYILLFOLLOWYOU
d8020058 580002d8 = FX_SATI_BEING_ATTACKED_SATI_HELP
d9020058 580002d9 = FX_SATI_ARRIVES_AT_SPOT_SATI_THATWASFUN
da020058 580002da = FX_SATI_ARRIVES_AT_SPOT_SATI_OOHTHISISIT
db020058 580002db = FX_SATI_ARRIVES_AT_SPOT_SATI_THANKYOUFORBRINGINGMEHERE
dc020058 580002dc = FX_SATI_ARRIVES_AT_SPOT_SATI_YOURESOKINDTOBRINGMEHERE
dd020058 580002dd = FX_SATI_ARRIVES_AT_SPOT_SATI_THISISTHEPLACE
de020058 580002de = FX_SATI_BEING_ATTACKED_SATI_STOP
df020058 580002df = FX_SATI_BEING_ATTACKED_SATI_HELPME
e0020058 580002e0 = FX_SATI_BEING_ATTACKED_SATI_DONTHURTME
e2020058 580002e2 = FX_SATI_BEING_ATTACKED_SATI_STOPTHAT
e3020058 580002e3 = FX_SATI_BEING_ATTACKED_SATI_LEAVEMEALONE2
e4020058 580002e4 = FX_SATI_BEING_ATTACKED_SATI_LEAVEMEALONE1
e7020058 580002e7 = FX_SATI_FOLLOWS_SATI_THISWILLBELIKEFOLLOWTHELEADER
e8020058 580002e8 = FX_SATI_FOLLOWS_SATI_IWILLBERIGHTBEHINDYOU
e9020058 580002e9 = FX_SATI_FOLLOWS_SATI_BUTYOUTAKESUCHBIGSTEPS
ea020058 580002ea = FX_SATI_FOLLOWS_SATI_IWILLSTAYCLOSETOYOU
eb020058 580002eb = FX_SATI_GIVES_ITEM_SATI_THISISFORYOU
ec020058 580002ec = FX_SATI_GIVES_ITEM_SATI_IHAVESOMETHINGFORYOUHERE
ed020058 580002ed = FX_SATI_GIVES_ITEM_SATI_IWANTYOUTOTAKETHIS
ee020058 580002ee = FX_SATI_GIVES_ITEM_SATI_THISISSOMETHINGFORYOU
ef020058 580002ef = FX_SATI_GREETS_ALLY_SATI_HI
f0020058 580002f0 = FX_SATI_GREETS_ALLY_SATI_HELLOTHERE
f1020058 580002f1 = FX_SATI_GREETS_ALLY_SATI_YOULOOKLIKEYOUNEEDSOMETHING
f2020058 580002f2 = FX_SATI_GREETS_ALLY_SATI_IREMEMBERYOU
f3020058 580002f3 = FX_SATI_GREETS_ENEMY_SATI_WHATAREYOUDOINGHERE
f4020058 580002f4 = FX_SATI_GREETS_ENEMY_SATI_AREYOUHERETODOSOMETHINGBAD
f5020058 580002f5 = FX_SATI_GREETS_ENEMY_SATI_IFYOUHURTMESERAPHWILLKNOW
f6020058 580002f6 = FX_SATI_GREETS_ENEMY_SATI_IDONTTHINKANYONEISEXPECTINGYOU
f7020058 580002f7 = FX_SATI_STOPS_FOLLOWING_SATI_ILLWAITHERE
f8020058 580002f8 = FX_SATI_STOPS_FOLLOWING_SATI_SERAPHSAYSINEEDTOBEPATIENT
f9020058 580002f9 = FX_SATI_STOPS_FOLLOWING_SATI_DONTLEAVEMEALONETOOLONG
fa020058 580002fa = FX_SATI_STOPS_FOLLOWING_SATI_ILLSTAYHEREPLEASECOMEBACKSOON
fb020058 580002fb = FX_SATI_TAKES_ITEM_SATI_OOHTHANKYOUVERYMUCH
fc020058 580002fc = FX_SATI_TAKES_ITEM_SATI_IMSOGLADYOUBROUGHTMETHIS
fd020058 580002fd = FX_SATI_TAKES_ITEM_SATI_THISISWHATINEEDTHANKYOU
fe020058 580002fe = FX_SATI_TAKES_ITEM_SATI_YOUAREVERYNICETOGIVEMETHIS
ff020058 580002ff = FX_SERAPH_TAKES_ITEM_SERAPH_THANKYOU
01030058 58000301 = FX_SERAPH_STOPS_FOLLOWING_SERAPH_IWILLWAITHERE
02030058 58000302 = FX_SERAPH_GREETS_ENEMY_SERAPH_SOYOUHAVEARRIVED
03030058 58000303 = FX_SERAPH_GREETS_ALLY_SERAPH_HELLO
04030058 58000304 = FX_SERAPH_GIVES_ITEM_SERAPH_TAKETHISPLEASE
05030058 58000305 = FX_SERAPH_FOLLOWS_SERAPH_LEADON
06030058 58000306 = FX_SERAPH_BEING_ATTACKED_SERAPH_THISISMOSTUNWISE
07030058 58000307 = FX_SERAPH_ARRIVES_AT_SPOT_SERAPH_THISISTHEPLACE
08030058 58000308 = FX_SERAPH_ARRIVES_AT_SPOT_SERAPH_WEHAVEARRIVEDTHANKSTOYOU
09030058 58000309 = FX_SERAPH_ARRIVES_AT_SPOT_SERAPH_THANKYOUFORYOURGUIDANCE
0a030058 5800030a = FX_SERAPH_ARRIVES_AT_SPOT_SERAPH_ALLISINITSPROPERPLACENOW
0b030058 5800030b = FX_SERAPH_ARRIVES_AT_SPOT_SERAPH_YOUHAVEDELIVEREDWHATYOUPROMISEDYOUHAVEMYTHANKS
0c030058 5800030c = FX_SERAPH_BEING_ATTACKED_SERAPH_THISHOSTILITYCANNOTGOUNMET
0d030058 5800030d = FX_SERAPH_BEING_ATTACKED_SERAPH_IFYOUDONTSTOPIWILLRETALIATE
0e030058 5800030e = FX_SERAPH_BEING_ATTACKED_SERAPH_IWARNYOUIAMMOSTSKILLEDINCOMBAT
0f030058 5800030f = FX_SERAPH_BEING_ATTACKED_SERAPH_THISATTACKMUSTSTOP
10030058 58000310 = FX_SERAPH_FOLLOWS_SERAPH_OFCOURSEIWILLFOLLOWLEADTHEWAY
11030058 58000311 = FX_SERAPH_FOLLOWS_SERAPH_IWILLBERIGHTBEHINDYOU
12030058 58000312 = FX_SERAPH_FOLLOWS_SERAPH_PLEASEPROCEEDIWILLFOLLOW
13030058 58000313 = FX_SERAPH_FOLLOWS_SERAPH_YOURFOOTSTEPSWILLBEMYOWN
14030058 58000314 = FX_SERAPH_GIVES_ITEM_SERAPH_THISISFORYOU
15030058 58000315 = FX_SERAPH_GIVES_ITEM_SERAPH_IHAVESOMETHINGFORYOUHERE
16030058 58000316 = FX_SERAPH_GIVES_ITEM_SERAPH_IMUSTGIVETHISTOYOU
17030058 58000317 = FX_SERAPH_GIVES_ITEM_SERAPH_THISISFORYOUTOCAREFORNOW
18030058 58000318 = FX_SERAPH_GREETS_ALLY_SERAPH_GOODDAY
19030058 58000319 = FX_SERAPH_GREETS_ALLY_SERAPH_IAMPLEASEDTOSEEYOU
1a030058 5800031a = FX_SERAPH_GREETS_ALLY_SERAPH_IHOPEYOUAREWELL
1b030058 5800031b = FX_SERAPH_GREETS_ALLY_SERAPH_ITISGOODTOSEEYOU
1c030058 5800031c = FX_SERAPH_GREETS_ENEMY_SERAPH_IDONTHAVETOASKWHYYOUVECOME
1d030058 5800031d = FX_SERAPH_GREETS_ENEMY_SERAPH_THISTIMEWEMEETASADVERSARIESPERHAPSNEXTTIMEWILL
1e030058 5800031e = FX_SERAPH_GREETS_ENEMY_SERAPH_AMANCANNOTBETOOCAREFULINTHECHOICEOFHISENEMIES
1f030058 5800031f = FX_SERAPH_GREETS_ENEMY_SERAPH_AWISEMANGETSMOREUSEFROMHISENEMIESTHANAFOOLFROM
20030058 58000320 = FX_SERAPH_STOPS_FOLLOWING_SERAPH_IWILLREMAINHEREPLEASEDONTDELAY
21030058 58000321 = FX_SERAPH_STOPS_FOLLOWING_SERAPH_IWILLAWAITYOURRETURN
22030058 58000322 = FX_SERAPH_STOPS_FOLLOWING_SERAPH_DONTWORRYIAMQUITEPATIENT
23030058 58000323 = FX_SERAPH_STOPS_FOLLOWING_SERAPH_IAMCERTAINTHEWAITWILLBEWORTHWHILE
24030058 58000324 = FX_SERAPH_TAKES_ITEM_SERAPH_IMGLADTORECEIVETHIS
25030058 58000325 = FX_SERAPH_TAKES_ITEM_SERAPH_THISISWHATINEEDTHANKYOU
26030058 58000326 = FX_SERAPH_TAKES_ITEM_SERAPH_IAPPRECIATETHIS
27030058 58000327 = FX_SERAPH_TAKES_ITEM_SERAPH_THEEXCELLENCEOFAGIFTLIESINITSAPPROPRIATENESSRATHERTHAN
28030058 58000328 = FX_NIOBE_THANKS_FOR_ASSISTANCE_NIOBE_IREALLYAPPRECIATEYOURHELP
29030058 58000329 = FX_NIOBE_STOPS_FOLLOWING_NIOBE_ILLWAITRIGHTHERE
2a030058 5800032a = FX_NIOBE_RECEIVES_MESSAGE_NIOBE_WONDERFULTHISISGREATNEWS
2b030058 5800032b = FX_NIOBE_RECEIVES_ITEM_NIOBE_JUSTTHETHINGIVEBEENWAITINGFOR
2c030058 5800032c = FX_NIOBE_INTRO_AND_RECRUITING_NIOBE_HELLOIMNIOBEITSAPLEASURETOMEETYOU
2d030058 5800032d = FX_NIOBE_GREETS_ENEMY_NIOBE_WHATAREYOUDOINGHERE
2e030058 5800032e = FX_NIOBE_GREETS_ALLY_NIOBE_HELLOTHERE
2f030058 5800032f = FX_NIOBE_GIVES_MESSAGE_NIOBE_THISMESSAGEISVERYIMPORTANT
30030058 58000330 = FX_NIOBE_GIVES_ITEM_NIOBE_TAKETHISPLEASE
31030058 58000331 = FX_NIOBE_FOLLOWS_NIOBE_LEADON
32030058 58000332 = FX_NIOBE_BEING_ATTACKED_NIOBE_ALITTLEHELPHEREWOULDBENICE
33030058 58000333 = FX_NIOBE_ARRIVED_AT_SPOT_NIOBE_THISISTIT
34030058 58000334 = FX_NIOBE_ARRIVED_AT_SPOT_NIOBE_WEREHERE
35030058 58000335 = FX_NIOBE_ARRIVED_AT_SPOT_NIOBE_THANKSFORYOURHELPGETTINGHERE
36030058 58000336 = FX_NIOBE_ARRIVED_AT_SPOT_NIOBE_IAPPRECIATEYOURGUIDANCE
37030058 58000337 = FX_NIOBE_BEING_ATTACKED_NIOBE_WELLTHISISTURNINGINTOAREALEXCITINGDAY
38030058 58000338 = FX_NIOBE_BEING_ATTACKED_NIOBE_ISTHISPARTOFYOURPLAN
39030058 58000339 = FX_NIOBE_BEING_ATTACKED_NIOBE_LOOKSLIKEWEVEGOTSOMETROUBLEHERE
3a030058 5800033a = FX_NIOBE_FOLLOWS_NIOBE_OFCOURSELEADTHEWAY
3b030058 5800033b = FX_NIOBE_FOLLOWS_NIOBE_ILLBERIGHTBEHINDYOU
3c030058 5800033c = FX_NIOBE_FOLLOWS_NIOBE_GOAHEADILLKEEPANEYEBEHINDUS
3d030058 5800033d = FX_NIOBE_GIVES_ITEM_NIOBE_THISISFORYOU
3e030058 5800033e = FX_NIOBE_GIVES_ITEM_NIOBE_IHAVESOMETHINGFORYOU
3f030058 5800033f = FX_NIOBE_GIVES_ITEM_NIOBE_NOWITSTIMEFORMETOGIVEYOUSOMETHING
40030058 58000340 = FX_NIOBE_GIVES_ITEM_NIOBE_IMTRUSTINGYOUWITHTHISTAKECAREOFIT
41030058 58000341 = FX_NIOBE_GIVES_MESSAGE_NIOBE_TAKETHISMESSAGEANDDELIVERITASQUICKLYASPOSSIBLE
42030058 58000342 = FX_NIOBE_GIVES_MESSAGE_NIOBE_IMTRUSTINGYOUTODELIVERTHISMESSAGE
43030058 58000343 = FX_NIOBE_GIVES_MESSAGE_NIOBE_THISMESSAGEMUSTGETTHROUGHDONTLETMEDOWN
44030058 58000344 = FX_NIOBE_GREETS_ALLY_NIOBE_ITSGOODTOSEEYOU
45030058 58000345 = FX_NIOBE_GREETS_ALLY_NIOBE_WELCOME
46030058 58000346 = FX_NIOBE_GREETS_ALLY_NIOBE_IMGLADYOUREHERE
47030058 58000347 = FX_NIOBE_GREETS_ALLY_NIOBE_YOURTIMINGISGREAT
48030058 58000348 = FX_NIOBE_GREETS_ENEMY_NIOBE_WHYAREYOUHERE
49030058 58000349 = FX_NIOBE_GREETS_ENEMY_NIOBE_IMNOTGLADTOSEEYOU
4a030058 5800034a = FX_NIOBE_GREETS_ENEMY_NIOBE_ICANTSAYIMHAPPYTOSEEYOU
4b030058 5800034b = FX_NIOBE_INTRO_AND_RECRUITING_NIOBE_THISISNIOBEGOAHEAD
